file_name,question_text,answer_option,category,final_answer_range,contains_diagram,diagram_description,final_answer
a4419eff-e578-5395-9c01-a3f1de910a61_q48.png,"In the following collection of 9 figures, group the figures into three classes using each figure only once.","(1) 1, 6, 8; 2, 4, 9; 3, 5, 7 (2) 1, 2, 5; 3, 4, 7; 6, 8, 9 (3) 2, 4, 6; 3, 8, 9; 1, 5, 7 (4) 3, 5, 7; 1, 4, 9; 2, 6, 8",pattern_recognition, 1-4,TRUE,"The diagram contains a 3x3 grid of 9 figures, each in its own cell. The figures are numbered from 1 to 9, starting from the top-left and moving left to right, top to bottom. The figures are as follows: 1. A square with a diagonal line from the top-left to the bottom-right.2. A circle.3. A triangle with its base at the bottom.4. A circle with a diagonal line from the top-left to the bottom-right.5. A square.6. An arrow pointing upwards.7. A triangle with its base at the bottom and a horizontal line through its middle.8. A square with a horizontal line through its middle.9. A circle with a horizontal line through its middle.Below the grid, there are four options for grouping the figures into three classes, using each figure only once. The options are:(1) 1, 6, 8; 2, 4, 9; 3, 5, 7(2) 1, 2, 5; 3, 4, 7; 6, 8, 9(3) 2, 4, 6; 3, 8, 9; 1, 5, 7(4) 3, 5, 7; 1, 4, 9; 2, 6, 8",1
43727a02-d9a7-52a3-96c9-51b25de79461_q95.png,"In each of these questions, the numbers in the figures follow a certain pattern. There is a number missing marked by ?. Find out the missing number from among the four alternatives.",(1) 21 (2) 22 (3) 23 (4) 24,pattern_recognition, 1-4,TRUE,"The diagram contains a circle divided into 8 equal sectors by lines radiating from the center. Each sector contains a number, except for one sector which contains a question mark (?). Starting from the top and moving clockwise, the sectors contain the following numbers: ?, 3, 5, 7, 11, 7, 11, and 15. Below the circle, there are four alternatives for the missing number, each enclosed in parentheses. The alternatives are: (1) 21, (2) 22, (3) 23, and (4) 24.",1
252c0d81-4bbd-5b3a-b4f3-8f3eb8adad2f_q20.png,"Find the missing character in the triangle with numbers 9, 3, and 6.",(1) 486 (2) 72 (3) 162 (4) 243,pattern_recognition, 1-4,TRUE,"The diagram contains three equilateral triangles, each with a number at each vertex and a number in the center. The first triangle has the number 10 at the top vertex, 3 at the right vertex, and 6 at the bottom vertex, with the number 200 in the center. The second triangle has the number 11 at the top vertex, 2 at the right vertex, and 4 at the bottom vertex, with the number 242 in the center. The third triangle has the number 9 at the top vertex, 3 at the right vertex, and 6 at the bottom vertex, with a question mark in the center. Below the triangles are four answer choices: (1) 486, (2) 72, (3) 162, and (4) 243.",3
cb093e8c-5f30-5944-91bd-4916ca46e86b_q23.png,Following 3 questions have a certain pattern. Each box has a single letter / digit. The letter / digit that comes in each box is in the order of: 13 [box] 2 [box] 5 637 [box] 2,"(1) 4, 3, 3, 9 (2) 9, 2, 7, 3 (3) 2, 7, 3, 9 (4) 3, 9, 7, 2",pattern_recognition, 1-4,TRUE,"The diagram contains a sequence of numbers and empty boxes, followed by multiple-choice options. The sequence is as follows: 13, an empty box, 2, an empty box, 5, 637, an empty box, 2. Below this sequence, there are four multiple-choice options labeled (1), (2), (3), and (4). Each option contains a sequence of four numbers. Option (1) contains the numbers 4, 3, 3, 9. Option (2) contains the numbers 9, 2, 7, 3. Option (3) contains the numbers 2, 7, 3, 9. Option (4) contains the numbers 3, 9, 7, 2.",3
cd081a4e-84de-51e1-8512-db787a026c31_q11.png,"Out of the food terms, figure one is missing, which is shown bold (?). Four alternatives are given for each question. Find out the correct alternative and write its number against the corresponding question on your answer sheet.",(1) (2) (3) (4),pattern_recognition, 1-4,TRUE,"The diagram contains a sequence of geometric figures and a question about identifying the missing figure. The sequence is presented as follows: 1. The first figure is a triangle inside a square. The triangle is centered within the square.2. The second figure is a square inside a larger square. The inner square is centered within the larger square.3. The third figure is a pentagon inside a larger pentagon. The inner pentagon is centered within the larger pentagon. This figure is followed by a question mark (?), indicating that the next figure in the sequence is missing.Below this sequence, there are four alternative figures labeled 1, 2, 3, and 4:1. The first alternative figure is a hexagon inside a larger hexagon. The inner hexagon is centered within the larger hexagon.2. The second alternative figure is a hexagon inside a larger hexagon, with a smaller pentagon inside the inner hexagon. The pentagon is centered within the inner hexagon.3. The third alternative figure is a hexagon inside a larger hexagon, with a smaller triangle inside the inner hexagon. The triangle is centered within the inner hexagon.4. The fourth alternative figure is a hexagon inside a larger hexagon, with a smaller rectangle inside the inner hexagon. The rectangle is centered within the inner hexagon.The task is to identify which of the four alternative figures correctly completes the sequence.",4
06274988-65b9-5c84-b5d1-994eb4870310_q88.png,Find the missing character in the following figures:,(1) 49 (2) 63 (3) 48 (4) 50,pattern_recognition, 1-4,TRUE,"The diagram contains four sets of figures, each consisting of three circles connected by lines in a triangular formation. Each set has two circles at the top connected to a single circle at the bottom. The first set has the numbers 4 and 7 in the top circles and 38 in the bottom circle. The second set has the numbers 6 and 9 in the top circles and 55 in the bottom circle. The third set has the numbers 1 and 7 in the top circles and a question mark in the bottom circle. Below the third set, there are two answer choices: 2. 63 and 4. 50. The fourth set is not described in the image. The instruction at the top of the image reads: 'Directions (Questions 87 – 90): Find the missing character in the following figures:' The specific question number for the diagram is 88.",2
407270e9-8cd2-5148-b501-c60d254e594c_q56.png,"In each question (1), (2), (3) and (4) figures are given, out of which 3 figures are similar in a way, yet one figure does not match the other three. Select the incompatible figures for the other three.",(A) 1 (B) 2 (C) 3 (D) 4,pattern_recognition, 1-4,TRUE,"The diagram contains four figures labeled (1), (2), (3), and (4). Each figure consists of a square with a circle inscribed in it. Inside each circle, there is a quarter circle shaded differently. The details of each figure are as follows: 

Figure (1): The square contains a circle inscribed in it. Inside the circle, the quarter circle is shaded in the top right quadrant. 

Figure (2): The square contains a circle inscribed in it. Inside the circle, the quarter circle is shaded in the bottom right quadrant. 

Figure (3): The square contains a circle inscribed in it. Inside the circle, the quarter circle is shaded in the bottom left quadrant. 

Figure (4): The square contains a circle inscribed in it. Inside the circle, the quarter circle is shaded in the top left quadrant.",2
1b720117-d3fa-5563-bbeb-5feff3b6d03a_q53.png,Figures A and B are related in some manner. In the same manner figures C and D are related. Choose the figure D in the given four alternatives.,(A) (B) (C) (D),pattern_recognition,A-D,TRUE,"The diagram contains two rows of figures. The top row has four rectangular boxes labeled A, B, C, and D. The bottom row has four rectangular boxes labeled A, B, C, and D as well. The top row figures are described as follows: Figure A contains two overlapping circles on the left side. Figure B contains two overlapping circles on the left side, but they are smaller in size compared to Figure A. Figure C contains a vertical line in the center. Figure D is a question mark, indicating the missing figure. The bottom row figures are described as follows: Figure A contains a vertical line in the center. Figure B contains a vertical line in the center with a horizontal line intersecting it at the middle. Figure C contains a vertical line in the center with a horizontal line intersecting it at the top. Figure D contains a horizontal line in the center.",C
cd9271d5-90db-5cb8-bee2-9f870bd2410a_q9.png,None,(1) 40 (2) 45 (3) 41 (4) 54,pattern_recognition, 1-4,TRUE,"The diagram contains four triangles, each with a number at the top vertex and two numbers at the bottom vertices. The first triangle has the number 13 at the top, 5 at the bottom left, and 12 at the bottom right. The second triangle has the number 17 at the top, 8 at the bottom left, and 15 at the bottom right. The third triangle has the number 13 at the top, 7 at the bottom left, and 24 at the bottom right. The fourth triangle has a question mark at the top, 9 at the bottom left, and 40 at the bottom right. Below the triangles, there is a question: 'Find the number in the position of '?''. There are four answer choices listed below the question: (1) 40, (2) 45, (3) 41, (4) 54.",3
f1d4129a-64dc-5394-ab31-7fe4c13ab447_q85.png,Figure A and B are related in a particular manner. Establish the relationship between C and D by choosing figure among four alternatives.,(1) (2) (3) (4),pattern_recognition,A-D,TRUE,"The diagram contains a sequence of figures labeled A, B, C, and D, followed by four alternative figures labeled 1, 2, 3, and 4. Each figure is enclosed in a square. Figure A contains a combination of geometric shapes: a triangle pointing upwards in the bottom left corner, a vertical line extending from the top of the triangle, and a curved line resembling a backward 'S' shape on the right side. Figure B contains a similar combination of shapes: a triangle pointing upwards in the bottom left corner, a vertical line extending from the top of the triangle, and a curved line resembling a forward 'S' shape on the right side. Figure C contains a triangle pointing upwards in the bottom left corner, a vertical line extending from the top of the triangle, and a circle intersected by a diagonal line from the top left to the bottom right. Figure D is a blank square with a question mark inside, indicating that the figure is to be determined. The four alternative figures (1, 2, 3, and 4) each contain a triangle pointing upwards in the bottom left corner, a vertical line extending from the top of the triangle, and a circle intersected by a diagonal line from the top left to the bottom right. The difference among the alternatives is the orientation of the curved line: Figure 1 has a backward 'S' shape on the right side, Figure 2 has a forward 'S' shape on the right side, Figure 3 has a backward 'S' shape on the left side, and Figure 4 has a forward 'S' shape on the left side.",A
9a95f038-2f41-52b3-95c8-55c641d361d2_q74.png,MIND,"(1) 01, 61, 73, 36 (2) 08, 61, 55, 44 (3) 34, 33, 50, 17 (4) 73, 33, 61, 17",pattern_recognition, 1-4,TRUE,"The diagram contains a 10x10 grid with columns and rows labeled from 0 to 9. Each cell in the grid contains a letter. The columns are labeled from 0 to 9 from left to right, and the rows are labeled from 0 to 9 from top to bottom. The letters in the grid are as follows:Row 0: L, B, P, K, N, H, S, A, ERow 1: M, A, Q, G, T, V, I, O, N, URow 2: R, W, I, X, A, B, E, C, IRow 3: Y, A, I, U, O, N, J, FRow 4: F, O, B, M, E, G, U, K, W, RRow 5: A, R, A, A, X, TRow 6: P, S, U, E, Z, K, V, W, D, LRow 7: Z, D, Y, V, F, O, H, Y, I, ORow 8: L, I, B, Q, A, E, I, SRow 9: P, E, O, D, E, U, Q, O, C, GBelow the grid, there is a question labeled 'MIND' with four multiple-choice options. The options are as follows:(1) 01, 61, 73, 36(2) 08, 61, 55, 44(3) 34, 33, 50, 17(4) 73, 33, 61, 17",3
ce48ecfa-9052-5cca-accd-6cbe128e3571_q21.png,95761 : 105844 :: ? : 346648,(1) 377149 (2) 353331 (3) 356763 (4) 363840,pattern_recognition, 1-4,TRUE,"The diagram contains a pyramid of numerals arranged in rows. The topmost row contains the number 8. The second row contains the numbers 9, 36, and 35. The third row contains the numbers 10, 37, 56, 55, and 34. The fourth row contains the numbers 11, 38, 57, 68, 67, 54, and 33. The fifth row contains the numbers 12, 39, 58, 69, 70, 71, 66, 56, and 32. The sixth row contains the numbers 13, 40, 59, 60, 61, 62, 63, 64, 65, 52, and 31. The seventh row contains the numbers 14, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, and 30. The eighth row contains the numbers 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, and 29. Below the pyramid, there is a sequence of numbers: 95761 : 105844 : ? : 346648. Below this sequence, there are four multiple-choice options: (1) 377149, (2) 353331, (3) 356763, and (4) 363840.",3
bc248752-a642-5e42-abe5-60e9608e42a8_q45.png,Find out the correct alternative to replace the question mark.,(a) 64 (b) 56 (c) 48 (d) 40,pattern_recognition,A-D,TRUE,"The diagram contains a 4x3 grid of numbers. The numbers are arranged as follows: 

First row: 1, 3, 7 
Second row: 5, 12, 14 
Third row: 25, ?, 28 
Fourth row: 125, 192, 56 

The question mark (?) is in the third row, second column. Below the grid, there are four multiple-choice options labeled (a), (b), (c), and (d). The options are: 
(a) 64 
(b) 56 
(c) 48 
(d) 40",C
ce48ecfa-9052-5cca-accd-6cbe128e3571_q33.png,Decide which figure from the given alternatives will replace the question mark.,(1) (2) (3) (4),pattern_recognition, 1-4,TRUE,"The diagram contains a sequence of 3x3 grids with alternating black and white squares. There are three grids in the top row and four grids in the bottom row. The first three grids in the top row are labeled as question figures, and the fourth grid in the top row contains a question mark. The bottom row contains four grids labeled as alternatives (1), (2), (3), and (4). Each grid is described as follows:Top Row:1. The first grid has the following pattern:   - Top row: black, white, black   - Middle row: white, black, white   - Bottom row: black, white, black2. The second grid has the following pattern:   - Top row: white, black, white   - Middle row: black, white, black   - Bottom row: white, black, white3. The third grid has the following pattern:   - Top row: black, white, black   - Middle row: white, black, white   - Bottom row: black, white, black4. The fourth grid contains a question mark.Bottom Row:1. The first alternative grid (1) has the following pattern:   - Top row: black, white, black   - Middle row: white, black, white   - Bottom row: black, white, black2. The second alternative grid (2) has the following pattern:   - Top row: white, black, white   - Middle row: black, white, black   - Bottom row: white, black, white3. The third alternative grid (3) has the following pattern:   - Top row: black, white, black   - Middle row: white, black, white   - Bottom row: black, white, black4. The fourth alternative grid (4) contains a question mark.",3
ce48ecfa-9052-5cca-accd-6cbe128e3571_q34.png,Decide which figure from the given alternatives will replace the question mark.,(1) (2) (3) (4),pattern_recognition, 1-4,TRUE,"The diagram contains a sequence of figures and a question mark, followed by four alternative figures labeled (1), (2), (3), and (4). The sequence of figures and the question mark are arranged in a single row, while the alternatives are arranged in a 2x2 grid below the sequence. Each figure consists of three vertical lines with different arrowheads and bases. The sequence of figures is as follows: 

1. The first figure has three vertical lines. The left line has an upward arrowhead and a square base. The middle line has a downward arrowhead and a square base. The right line has an upward arrowhead and a square base. 
2. The second figure has three vertical lines. The left line has an upward arrowhead and a circle base. The middle line has a downward arrowhead and a square base. The right line has an upward arrowhead and a square base. 
3. The third figure has three vertical lines. The left line has an upward arrowhead and a circle base. The middle line has a downward arrowhead and a square base. The right line has a downward arrowhead and a square base. 
4. The fourth figure has three vertical lines. The left line has an upward arrowhead and a circle base. The middle line has a downward arrowhead and a square base. The right line has a downward arrowhead and a circle base. 
5. The fifth position is a question mark, indicating that the next figure in the sequence needs to be determined. 

The four alternative figures are as follows: 

1. The first alternative figure has three vertical lines. The left line has an upward arrowhead and a circle base. The middle line has a downward arrowhead and a square base. The right line has an upward arrowhead and a square base. 
2. The second alternative figure has three vertical lines. The left line has an upward arrowhead and a circle base. The middle line has a downward arrowhead and a circle base. The right line has a downward arrowhead and a square base. 
3. The third alternative figure has three vertical lines. The left line has an upward arrowhead and a circle base. The middle line has a downward arrowhead and a square base. The right line has an upward arrowhead and a square base. 
4. The fourth alternative figure has three vertical lines. The left line has an upward arrowhead and a circle base. The middle line has a downward arrowhead and a square base. The right line has a downward arrowhead and a circle base.",2
e8fc1024-2c3e-586e-b4b6-5d519e5c9bb3_q33.png,In column I some given words have their codes in column II but not arranged in the same manner. Find the codes and answer.,(1) plsn (2) lnps (3) pnls (4) lpns,pattern_recognition, 1-4,TRUE,"The diagram contains two columns labeled COLUMN-I and COLUMN-II. COLUMN-I contains the following words listed vertically: SAY, SIP, ROTATE, TYRE, YEAR, TREAT, TAPE, TIE, COUP. COLUMN-II contains the following codes listed vertically: nls, msr, lhhpok, nhpk, nkpl, khlph, pmlh, hrp, moij. Below these columns, there is a section labeled EASY with four options listed vertically: (1) plsn, (2) lnps, (3) pnls, (4) lpns.",1
97275c30-ba04-5f2c-b482-0035c70d6f83_q54.png,None,(a) 56 (b) 46 (c) 74 (d) 72,pattern_recognition, 1-4,TRUE,"The diagram contains three triangles, each with a number at the top vertex, a number inside the triangle, and two numbers at the bottom vertices. The first triangle has the number 7 at the top vertex, the number 35 inside the triangle, the number 1 at the bottom left vertex, and the number 6 at the bottom right vertex. The second triangle has the number 5 at the top vertex, the number 15 inside the triangle, the number 4 at the bottom left vertex, and the number 7 at the bottom right vertex. The third triangle has the number 8 at the top vertex, a question mark inside the triangle, the number 2 at the bottom left vertex, and the number 9 at the bottom right vertex. Below the triangles, there are four answer choices labeled a, b, c, and d. The choices are: a) 56, b) 46, c) 74, and d) 72.",1
7afba9d0-08d8-55f3-b1ce-8aa9dcaf22cc_q55.png,Establish a similar relationship between figures C and D by selecting a suitable figure from the Answer set that would replace the question mark (?) in figure (D).,(1) (2) (3) (4),pattern_recognition, 1-4,TRUE,"The diagram contains a set of problem figures labeled A, B, C, and D, and a set of answer figures labeled 1, 2, 3, and 4. Each figure is a square containing a combination of triangles and rectangles. The problem figures are arranged in a row, with figure D containing a question mark. The answer figures are arranged in a row below the problem figures. 

Problem Figures: 
- Figure A: A square divided into a large right triangle on the left and a smaller right triangle on the right. The smaller triangle is further divided into three smaller triangles and a rectangle. 
- Figure B: A square divided into a large right triangle on the right and a smaller right triangle on the left. The smaller triangle is further divided into three smaller triangles and a rectangle. 
- Figure C: A square divided into a large right triangle on the left and a smaller right triangle on the right. The smaller triangle is further divided into three smaller triangles and a rectangle. 
- Figure D: A square with a question mark in the center. 

Answer Figures: 
- Figure 1: A square divided into a large right triangle on the left and a smaller right triangle on the right. The smaller triangle is further divided into three smaller triangles and a rectangle. 
- Figure 2: A square divided into a large right triangle on the right and a smaller right triangle on the left. The smaller triangle is further divided into three smaller triangles and a rectangle. 
- Figure 3: A square divided into a large right triangle on the left and a smaller right triangle on the right. The smaller triangle is further divided into three smaller triangles and a rectangle. 
- Figure 4: A square divided into a large right triangle on the right and a smaller right triangle on the left. The smaller triangle is further divided into three smaller triangles and a rectangle.",3
43727a02-d9a7-52a3-96c9-51b25de79461_q96.png,"In each of these questions, the numbers in the figures follow a certain pattern. There is a number missing marked by ?. Find out the missing number from among the four alternatives.",(1) 25 (2) 26 (3) 27 (4) 28,pattern_recognition, 1-4,TRUE,"The diagram contains three triangles, each divided into three smaller sections by lines from the vertices to the midpoint of the opposite sides. Each triangle has numbers inside and outside it. The first triangle has the number 10 at the top vertex, the number 2 in the left section, the number 3 in the right section, and the number 4 in the bottom section. Below the triangle, there are numbers 11 on the left and 14 on the right. The second triangle has the number 17 at the top vertex, the number 3 in the left section, the number 4 in the right section, and the number 5 in the bottom section. Below the triangle, there are numbers 19 on the left and 23 on the right. The third triangle has a question mark at the top vertex, the number 4 in the left section, the number 5 in the right section, and the number 6 in the bottom section. Below the triangle, there are numbers 29 on the left and 34 on the right. Below the diagram, there are four answer choices: (1) 25, (2) 26, (3) 27, and (4) 28.",1
0f48f448-e018-5efd-bcf5-b476de1284a9_q12.png,"In the following questions Letters/Letter groups are arranged in a particular order with some underlying criterion. Study the order and choose the answer from the alternative to fill the gaps. QPO, NML, KJI, ........, EDC",(1) CAB (2) HGF (3) HGI (4) IGF (5) FGH,pattern_recognition, 1-4,TRUE,"The diagram contains a sequence of letter groups with a missing group to be filled in. The sequence is as follows: QPO, NML, KJI, ........, EDC. Below the sequence, there are five multiple-choice options labeled (1) to (5) to fill in the missing group. The options are: (1) CAB, (2) HGF, (3) HGI, (4) IGF, (5) FGH. The directions above the sequence state: 'Questions (11 to 15): In the following questions Letters/Letter groups are arranged in a particular order with some underlying criterion. Study the order and choose the answer from the alternative to fill the gaps.'",2
becbb069-1004-5dfa-9f4d-6d62bc71c3ef_q14.png,Select the correct combination of numbers so that letters arranged accordingly will form a meaningful word. N S G R E I,(A) 5 4 3 2 1 0 (B) 1 0 2 5 3 1 4 (C) 2 3 1 5 4 0 2 (D) 4 4 0 5 3 1 2,pattern_recognition, 1-4,TRUE,"The diagram contains a word puzzle with the instruction: 'Select the correct combination of numbers so that letters arranged accordingly will form a meaningful word.' Below the instruction, the letters 'N S G R E I' are listed in a row. Underneath these letters, there are four rows of numbers, each row representing a different combination. The combinations are as follows: 
1. 5 4 3 2 1 0 
2. 3 1 5 4 0 2 
3. 5 0 4 2 3 1 
4. 4 0 5 3 1 2",4
0bc2b11b-bb77-54bc-87e6-8fda667f0a6e_q80.png,Choose the correct option to complete the matrix?,(1) 15A (2) 12B (3) 5A (4) 8C,pattern_recognition,A-D,TRUE,"The diagram contains a 3x3 matrix with each cell containing a number followed by a letter. The matrix is as follows: The first row contains '4C', '2B', and '3A'. The second row contains '28A', '10C', and '45B'. The third row contains '7C', '?', and '15B'. Below the matrix, there is a question asking 'Choose the correct option to complete the matrix?' followed by four options: 1. 15A, 2. 12B, 3. 5A, 4. 8C.",B
