file_name,question_text,answer_option,category,final_answer_range,contains_diagram,diagram_description,final_answer
9a95f038-2f41-52b3-95c8-55c641d361d2_q62.png,2 : 3 :: 23 ?,(1) 25 (2) 28 (3) 46 (4) 29,pattern_recognition, 1-4,FALSE,No Diagram,4
41a2482d-0671-5090-90de-22d71903eaa4_q48.png,"Math, Alezebra, Geography",(1) 2 (2) 1 (3) 4 (4) 3,pattern_recognition, 1-4,TRUE,"The diagram contains four sets of circles labeled 1, 2, 3, and 4. Each set contains three circles with different arrangements. Set 1 has three concentric circles, with each circle inside the next larger one. Set 2 has two smaller circles inside a larger circle, with the two smaller circles placed side by side horizontally. Set 3 has three separate circles, with two smaller circles placed side by side horizontally and a larger circle placed below them. Set 4 has three circles, with one smaller circle inside a larger circle, and another smaller circle placed to the right of the larger circle. Below the sets of circles, there are three words: Math, Algebra, Geography. Below these words, there are four options labeled (1) 2, (2) 1, (3) 4, and (4) 3.",3
0a0dd30b-a56c-59ec-80ec-825f55465c22_q45.png,Identify the relationship and find the missing number in the given figures.,(1) 20 (2) 18 (3) 16 (4) 14,pattern_recognition, 1-4,TRUE,"The diagram contains three sets of figures, each set consisting of four circles connected by lines to form a square shape. Each circle contains a number. The first set of figures has the following numbers: 26 in the top left circle, 24 in the top right circle, 22 in the bottom left circle, and 17 in the bottom right circle. The second set of figures has the following numbers: 19 in the top left circle, 18 in the top right circle, 6 in the bottom left circle, and 28 in the bottom right circle. The third set of figures has the following numbers: 28 in the top left circle, 15 in the top right circle, 30 in the bottom left circle, and a question mark in the bottom right circle. Below the third set of figures, there are four answer choices: 1) 20, 2) 18, 3) 16, and 4) 14. Above the diagram, there are directions that read: 'Directions: In the questions below the numbers in the figures are related. Identify their relationship and find the missing numbers in the given figures.'",1
becbb069-1004-5dfa-9f4d-6d62bc71c3ef_q23.png,Select the missing number from the given responses.,(A) 1.7 (B) 3.4 (C) 2.6 (D) 4.3,pattern_recognition, 1-4,FALSE,No Diagram,3
9dd3163c-8df2-598d-9040-ddc3ebb1407b_q96.png,542687 code is for which word?,(1) NATURE (2) NATEUR (3) NUTRAL (4) NURTAL,pattern_recognition, 1-4,TRUE,"The diagram contains a table with two columns labeled Column I and Column II. Column I contains the words TEAR, PURN, TALK, and NET listed vertically. Column II contains the numbers 8623, 5641, 9872, and 235 listed vertically, corresponding to the words in Column I but not in the same order. Below the table, there is a question: '542687 code is for which word?' followed by four options: (1) NATURE, (2) NATEUR, (3) NUTRAL, and (4) NURTAL.",3
09f37100-cf29-5644-b1ae-06b2f7981bdb_q12.png,"If PAINT = 74128, EXCEL = 93596 then ACCEPT = ?",(1) 455978 (2) 459578 (3) 457958 (4) 459758,pattern_recognition, 1-4,FALSE,No Diagram,1
a1abaeb7-4ed8-5677-ae6e-095d526a55e7_q25.png,"In Question Nos 21 to 25 there are two shapes in first part of the Question. Second part of the Question contains only one shape, choose 4th shape from answer shapes.",(A) (B) (C) (D),pattern_recognition,A-D,TRUE,"The diagram contains a set of question shapes and a set of answer shapes. The question shapes are presented in a row, and the answer shapes are presented in a separate row below the question shapes. 

The question shapes row contains three boxes. The first box contains a circle divided into four equal quadrants by a vertical and a horizontal line. The second box contains a circle divided into four equal quadrants by a vertical and a horizontal line, with the top left and bottom right quadrants shaded. The third box contains a rectangle divided into four equal smaller rectangles, with the top left and bottom right rectangles shaded. The fourth box contains a question mark. 

The answer shapes row contains four boxes labeled A, B, C, and D. 

Box A contains a circle divided into four equal quadrants by a vertical and a horizontal line, with the top left and bottom right quadrants shaded, and an 'X' shape overlaid on the circle. 

Box B contains a circle divided into four equal quadrants by a vertical and a horizontal line, with the top left and bottom right quadrants shaded, and a '+' shape overlaid on the circle. 

Box C contains a circle divided into four equal quadrants by a vertical and a horizontal line, with the top left and bottom right quadrants shaded, and a 'Y' shape overlaid on the circle. 

Box D contains a rectangle divided into four equal smaller rectangles, with the top left and bottom right rectangles shaded, and a '+' shape overlaid on the rectangle.",B
55015239-9e39-5ef5-8673-362663f5db6f_q63.png,The following questions consist of two words each that have a certain relationship with each other. Select the pair that has the same relationship as the original pair of words. Cream : Cosmetics,(A) Mountain : Valley (B) Tiger : Forest (C) Magazine : Editor (D) Teak : Wood,pattern_recognition,A-D,FALSE,No Diagram,A
6d82ebee-3bd5-5a8e-805e-bb35a08900b6_q3.png,CIRCLE is related to RICELC in the same way as SQUARE is related to,(A) QSUEERA (B) QUSERA (C) UQSAER (D) UQSERA,pattern_recognition,A-D,FALSE,No Diagram,D
a17a0b19-0e12-5cee-98a6-9d808af87039_q34.png,You have to select an answer-figure which can be added in sequence in the problem-figures. Choose the correct figure.,(1) (2) (3) (4),pattern_recognition, 1-4,TRUE,"The diagram contains two sets of figures: Problem-figures and Answer-figures. The Problem-figures set consists of four boxes labeled (A), (B), (C), and (D) from left to right. Each box contains a combination of circles. The first box (A) contains two circles: one black circle on the left and one white circle on the right. The second box (B) contains one black circle on the left and one white circle on the right. The third box (C) contains a question mark. The fourth box (D) contains one white circle on the left and one black circle on the right. The Answer-figures set consists of four boxes labeled (1), (2), (3), and (4) from left to right. Each box contains a combination of circles. The first box (1) contains two black circles: one on the left and one on the right. The second box (2) contains one black circle on the left and one white circle on the right. The third box (3) contains one white circle on the left and one black circle on the right. The fourth box (4) contains two white circles: one on the left and one on the right. The task is to select an answer-figure which can be added in sequence in the problem-figures.",3
97275c30-ba04-5f2c-b482-0035c70d6f83_q53.png,None,(a) 11 (b) 3 (c) 4 (d) 9,pattern_recognition, 1-4,TRUE,"The diagram contains two cross-shaped figures, each composed of five squares arranged in a plus sign pattern. Each cross has a central square with four squares extending to the top, bottom, left, and right.The first cross (on the left) has the following numbers:- The central square contains the number 54.- The top square contains the number 11.- The bottom square contains the number 16.- The left square contains the number 9.- The right square contains the number 18.The second cross (on the right) has the following numbers:- The central square contains the number 36.- The top square contains the number 14.- The bottom square contains the number 7.- The left square contains the number 12.- The right square contains a question mark (?), indicating a missing number.Above the diagram, there is a text instruction: 'In these questions, numbers are arranged on the basis of some rules. One place is vacant, which is indicated as '?'. Find out the correct alternatives to replace the question mark '?''Below the diagram, there is a question number '53.' followed by four answer choices:a) 11b) 3c) 4d) 9",2
97275c30-ba04-5f2c-b482-0035c70d6f83_q54.png,None,(a) 56 (b) 46 (c) 74 (d) 72,pattern_recognition, 1-4,TRUE,"The diagram contains three triangles, each with a number at the top vertex, a number inside the triangle, and two numbers at the bottom vertices. The first triangle has the number 7 at the top vertex, the number 35 inside the triangle, the number 1 at the bottom left vertex, and the number 6 at the bottom right vertex. The second triangle has the number 5 at the top vertex, the number 15 inside the triangle, the number 4 at the bottom left vertex, and the number 7 at the bottom right vertex. The third triangle has the number 8 at the top vertex, a question mark inside the triangle, the number 2 at the bottom left vertex, and the number 9 at the bottom right vertex. Below the triangles, there are four answer choices labeled a, b, c, and d. The choices are: a) 56, b) 46, c) 74, and d) 72.",1
55015239-9e39-5ef5-8673-362663f5db6f_q47.png,If the code for HINDUSTAN is 110 what will be the code for AUSTRALIA?,(A) 100 (B) 102 (C) 104 (D) 116,pattern_recognition,A-D,FALSE,No Diagram,B
bc248752-a642-5e42-abe5-60e9608e42a8_q32.png,Find out the correct alternative to replace the question mark.,(a) 89 (b) 19 (c) 85 (d) 17,pattern_recognition,A-D,TRUE,"The diagram contains three cross-shaped figures, each composed of five squares arranged in a plus sign pattern. Each cross has a central square with four squares extending up, down, left, and right from it. The central square in each cross contains a question mark (?). The numbers in the surrounding squares are as follows: 

1. The first cross has the number 6 in the top square, 5 in the left square, 12 in the central square, 3 in the right square, and 15 in the bottom square. 

2. The second cross has the number 9 in the top square, 7 in the left square, a question mark (?) in the central square, 6 in the right square, and 5 in the bottom square. 

3. The third cross has the number 4 in the top square, 18 in the left square, 5 in the central square, 8 in the right square, and 1 in the bottom square. 

Below the crosses, there are four multiple-choice options labeled (a), (b), (c), and (d). The options are: (a) 89, (b) 19, (c) 85, and (d) 17.",D
55015239-9e39-5ef5-8673-362663f5db6f_q76.png,Directions (76–80) in the following questions left hands is problem figure in which there is one? On the right hand side are answer figures. Choose the correct option to replace the?,(A) (B) (C) (D),pattern_recognition,A-D,TRUE,"The diagram consists of a sequence of four squares arranged horizontally. Each square contains a different figure. The first square contains a triangle with a smaller triangle inside it. The second square contains a rectangle with the number 20 inside it. The third square contains a pentagon with the number 30 inside it. The fourth square contains a question mark. Below the sequence of squares, there is the number 76 indicating the question number.",D
175cfbb4-4e5f-5cef-b72c-21bbf528938d_q94.png,"With the help of the options given below, find the suitable number which will come in place of the question mark (?). FED × 3 = 1629, BCD × 4 = 492, BEF × 1 = ?",(A) 451 (B) 145 (C) 514 (D) 415,pattern_recognition, 1-4,FALSE,No Diagram,3
8504e109-f11e-5b13-ab9d-ab30de79414b_q41.png,Find the correct alternative to replace the question mark.,(A) 66 (B) 72 (C) 71 (D) 78,pattern_recognition,A-D,TRUE,"The diagram contains a circle divided into six equal sectors by three straight lines intersecting at the center. Each sector contains a number, except one which contains a question mark (?). Starting from the top and moving clockwise, the numbers in the sectors are as follows: the first sector contains the number 5, the second sector contains a question mark (?), the third sector contains the number 39, the fourth sector contains the number 22, the fifth sector contains the number 13, and the sixth sector contains the number 8. Below the circle, there are four answer choices labeled (A), (B), (C), and (D). The choices are: (A) 66, (B) 72, (C) 71, and (D) 78.",B
bc248752-a642-5e42-abe5-60e9608e42a8_q52.png,Find out the correct alternative to replace the question mark in the figure.,(a) 1234 (b) 936 (c) 864 (d) 756,pattern_recognition,A-D,TRUE,"The diagram contains three triangles, each with three numbers at the vertices and one number inside the triangle. The first triangle has the number 19 at the top vertex, 8 at the right vertex, and 16 at the bottom vertex. Inside this triangle is the number 912. The second triangle has the number 21 at the top vertex, 7 at the right vertex, and 14 at the bottom vertex. Inside this triangle is the number 882. The third triangle has the number 24 at the top vertex, 6 at the right vertex, and 12 at the bottom vertex. Inside this triangle is a question mark (?). Below the triangles are four answer choices: (a) 1234, (b) 936, (c) 864, and (d) 756.",C
a1a6d799-cefb-5ade-a001-db01d657babc_q23.png,None,(1) THZ (2) TYI (3) TZH (4) ZHT,pattern_recognition, 1-4,FALSE,No Diagram,3
8023c135-7fcb-5627-9cf2-e79034b98553_q77.png,"In each of the following questions, figure (A) and (B) have a definite relationship, find out from (1), (2), (3), (4) and (5). The figure that has a similar relationship with figure (C).",(1) (2) (3) (4) (5),pattern_recognition, 1-4,TRUE,"The diagram consists of two sets of figures: Problem figures and Answer figures. The Problem figures are labeled (A), (B), (C), and (D). The Answer figures are labeled (1), (2), (3), (4), and (5). The task is to find the figure from the Answer figures that has a similar relationship with figure (C) as the relationship between figures (A) and (B).Problem figures:- Figure (A) contains a horizontal curved line above a vertical rectangle.- Figure (B) contains a circle with a black square inside it.- Figure (C) contains a vertical arrow pointing upwards next to an oval.- Figure (D) is a question mark, indicating the figure to be determined.Answer figures:- Figure (1) contains a diamond shape with a black circle inside it.- Figure (2) contains a diamond shape with a black triangle inside it, and a vertical arrow pointing upwards below the diamond.- Figure (3) contains a circle with a black dot in the center.- Figure (4) contains a diamond shape with a black triangle inside it.- Figure (5) contains a circle with a horizontal black bar in the center.The task is to determine which of the Answer figures (1), (2), (3), (4), or (5) has a similar relationship with figure (C) as the relationship between figures (A) and (B).",2
cd081a4e-84de-51e1-8512-db787a026c31_q18.png,Which option completes the sequence?,(1) (2) (3) (4),pattern_recognition, 1-4,TRUE,"The diagram consists of two rows of boxes. The top row contains four boxes, and the bottom row contains four boxes. Each box contains a combination of geometric shapes and arrows. The boxes are described as follows from left to right:Top Row:1. The first box contains a small black dot on the right side, with a horizontal arrow pointing to the right. The arrow originates from a small rectangle on the left side.2. The second box contains a small black dot near the bottom left corner. A diagonal arrow points to the top right, originating from a small rectangle that is tilted at an angle.3. The third box contains a small black dot at the bottom center. A vertical arrow points upwards, originating from a small rectangle at the top center.4. The fourth box contains a small black dot near the right side. A diagonal arrow points to the bottom left, originating from a small rectangle that is tilted at an angle. This box has a question mark in the top right corner.Bottom Row:1. The first box contains a small black dot on the left side, with a horizontal arrow pointing to the left. The arrow originates from a small rectangle on the right side.2. The second box contains a small black dot near the bottom left corner. A diagonal arrow points to the top right, originating from a small rectangle that is tilted at an angle.3. The third box contains a small black dot on the left side, with a horizontal arrow pointing to the right. The arrow originates from a small rectangle on the right side.4. The fourth box contains a small black dot near the right side. A diagonal arrow points to the bottom left, originating from a small rectangle that is tilted at an angle.Each box in the bottom row is labeled with a number below it: 1, 2, 3, and 4, respectively.",1
41a2482d-0671-5090-90de-22d71903eaa4_q55.png,"Raipur, Ranchi, Patna",(1) 3 (2) 4 (3) 1 (4) 2,pattern_recognition, 1-4,TRUE,"The diagram contains four sets of circles labeled 1, 2, 3, and 4. Each set consists of three circles. The sets are described as follows: 

Set 1: Three concentric circles, one inside the other. 
Set 2: Two smaller circles inside a larger circle, with the two smaller circles side by side. 
Set 3: Three separate circles, not overlapping or touching each other, arranged in a triangular formation. 
Set 4: One large circle with two smaller circles inside it, one of the smaller circles is inside the larger circle, and the other smaller circle is outside the larger circle. 

Below the sets, there is a question: 'Raipur, Ranchi, Patna'. Four options are provided: 
(1) 3 
(2) 4 
(3) 1 
(4) 2",3
0a0dd30b-a56c-59ec-80ec-825f55465c22_q2.png,"Which one of the following equations is NOT meaningful by substituting the set of mathematical signs (+, x, =, ÷) sequentially in them?",1) 10 * 14 * 5 * 160 * 2 2) 14 * 16 * 3 * 180 * 3 3) 12 * 15 * 4 * 144 * 2 4) 16 * 18 * 2 * 156 * 3,pattern_recognition, 1-4,FALSE,No Diagram,2
9dd3163c-8df2-598d-9040-ddc3ebb1407b_q58.png,There is a certain relationship between the numbers that are given in the following figure. According to that relationship which alternative will replace the question mark?,(1) 75 (2) 240 (3) 360 (4) 400,pattern_recognition, 1-4,TRUE,"The diagram contains six circles arranged in a triangular pattern. The topmost circle contains a question mark (?). Below it, there are two circles side by side. The left circle contains the number 225, and the right circle contains the number 144. Below these, there are three circles in a row. The leftmost circle contains the number 12, the middle circle contains the number 81, and the rightmost circle contains the number 15. Below the diagram, there are four multiple-choice options arranged in two rows. The first row contains the options (1) 75 and (2) 240. The second row contains the options (3) 360 and (4) 400.",2
f4951250-3f5c-557a-8efb-a51b94ef0eea_q44.png,"In the following question, a set of numbers is given. From the given alternatives, choose the set which is similar to the given set. 44, 169, 289, 361","1) 25, 49, 121 2) 49, 81, 225 3) 225, 441, 529 4) 441, 529, 625",pattern_recognition, 1-4,FALSE,No Diagram,2
175cfbb4-4e5f-5cef-b72c-21bbf528938d_q97.png,Study the given series carefully and find the option which is suitable in place of the omitted letters. _bc_ca_aba_c_ca,(A) abcba (B) abbca (C) ababb (D) acbbb,pattern_recognition, 1-4,FALSE,No Diagram,2
e8fc1024-2c3e-586e-b4b6-5d519e5c9bb3_q36.png,CURE,(1) kipj (2) jikp (3) ijkp (4) pikj,pattern_recognition, 1-4,TRUE,"The diagram is a table with two columns labeled COLUMN-I and COLUMN-II. COLUMN-I contains a list of words, and COLUMN-II contains a list of codes corresponding to the words in COLUMN-I but not arranged in the same manner. The words and their respective codes are as follows: 

COLUMN-I: 
1. SAY 
2. SIP 
3. ROTATE 
4. TYRE 
5. YEAR 
6. TREAT 
7. TAPE 
8. TIE 
9. COUP 

COLUMN-II: 
1. nls 
2. msr 
3. lhhpok 
4. nhpk 
5. nkpl 
6. khlph 
7. pmlh 
8. hrp 
9. moij 

Below the table, there is a question labeled 'CURE' with four multiple-choice options: 
1. kipj 
2. jikp 
3. ijkp 
4. pikj",3
a7b340dc-61a1-5b1d-8032-0fb97e824533_q9.png,None,A. buklarta B. oseepta C. bukose D. oselarta,pattern_recognition,A-D,FALSE,No Diagram,D
06274988-65b9-5c84-b5d1-994eb4870310_q89.png,Find the missing character in the following figures:,(A) 40 (B) 35 (C) 32 (D) 30,pattern_recognition, 1-4,TRUE,"The diagram contains three circles, each with four numbers outside and one number inside. The first circle has the number 28 inside it. The numbers outside the first circle are 2 at the top, 4 on the left, 2 at the bottom, and 6 on the right. The second circle has the number 66 inside it. The numbers outside the second circle are 6 at the top, 14 on the left, 4 at the bottom, and 4 on the right. The third circle has a question mark inside it. The numbers outside the third circle are 2 at the top, 2 on the left, 7 at the bottom, and 13 on the right. Below the third circle are two answer choices: 1. 40, 2. 32, 3. 35, and 4. 30. The instruction above the diagram reads: 'Directions (Questions 87 – 90): Find the missing character in the following figures:'. The number 89 is placed to the left of the first circle.",3
06274988-65b9-5c84-b5d1-994eb4870310_q72.png,Which figure completes the sequence?,(1) (2) (3) (4),pattern_recognition, 1-4,TRUE,"The diagram consists of a sequence of shapes and a question mark, followed by four answer choices. The sequence is labeled 'Question figure' and contains four boxes in a horizontal row. The first box contains a triangle with a small oval inside it. The second box contains a rectangle with a small oval inside it. The third box contains a pentagon with a small oval inside it. The fourth box contains a question mark. Below this sequence, there is a label 'Answer figure' with four vertically arranged answer choices. Each answer choice is numbered from 1 to 4. Answer choice 1 contains a pentagon with a small oval inside it on top and a rectangle with a small oval inside it on the bottom. Answer choice 2 contains a pentagon with a small oval inside it on top and a pentagon with a small oval inside it on the bottom. Answer choice 3 contains a hexagon with a small oval inside it on top and a hexagon with a small oval inside it on the bottom. Answer choice 4 contains a pentagon with a small oval inside it on top and a rectangle with a small oval inside it on the bottom.",1
837a82e5-20f7-58e3-89fa-4b6884c2414c_q47.png,"In each of the following questions there is a relationship between two figures on the left side of the sign:: The same relationship exists between the two, to the right side of sign:: Find the correct alternative.",(1) (2) (3) (4),pattern_recognition,A-D,TRUE,"The diagram contains a sequence of figures with a relationship to be determined. There are two main parts: the left side of the sign '::' and the right side of the sign '::'. On the left side, there are two figures. The first figure is a rectangle with four lines converging towards the center from each side, creating a star-like pattern. The second figure is a rectangle with a similar star-like pattern, but the lines are thicker and more pronounced. On the right side of the sign '::', there is one figure, a rectangle with a star-like pattern similar to the first figure on the left side. To the right of this figure is a question mark, indicating that the next figure in the sequence needs to be determined. Below these figures, there are four alternative figures labeled 1, 2, 3, and 4. Figure 1 is a rectangle with a star-like pattern similar to the first figure on the left side. Figure 2 is a rectangle with a star-like pattern similar to the second figure on the left side. Figure 3 is a rectangle with a star-like pattern similar to the first figure on the left side but with thicker lines. Figure 4 is a rectangle with a star-like pattern similar to the second figure on the left side but with thinner lines.",D
a3657bc1-c881-54be-9abd-f9e116135b52_q37.png,Find the correct alternative in the question where one number is left vacant which is indicated by (?).,(1) 6 (2) 11 (3) 9 (4) 8,pattern_recognition, 1-4,TRUE,"The diagram contains three equilateral triangles placed side by side. Each triangle has three numbers on its sides and one number inside it. The first triangle, from left to right, has the numbers 3, 4, and 6 on its sides, with the number 4 inside it. The second triangle has the numbers 5, 2, and 7 on its sides, with the number 9 inside it. The third triangle has the numbers 7, 5, and a question mark (?) on its sides, with the number 6 inside it. Below the triangles, there are four options listed vertically: (1) 6, (2) 11, (3) 9, and (4) 8.",3
1b720117-d3fa-5563-bbeb-5feff3b6d03a_q54.png,Figures A and B are related in some manner. In the same manner figures C and D are related. Choose the figure D in the given four alternatives.,(A) (B) (C) (D),pattern_recognition,A-D,TRUE,"The diagram contains two rows of four squares each. The top row is labeled with letters (A), (B), (C), and (D) below each square. The first square (A) contains a circle with a small dot in the center. The second square (B) contains the letter Q. The third square (C) contains the letter W. The fourth square (D) contains a question mark. The bottom row is labeled with letters (A), (B), (C), and (D) below each square. The first square (A) contains the letter M. The second square (B) contains a symbol that looks like a summation sign (Σ) with a horizontal line above it. The third square (C) contains a symbol that looks like a mirrored summation sign (Σ) with a horizontal line above it. The fourth square (D) contains a symbol that looks like a mirrored summation sign (Σ) with a horizontal line below it.",A
252c0d81-4bbd-5b3a-b4f3-8f3eb8adad2f_q55.png,"If, PEN = 613 and STRING = 580934 then, RIPENING = ?",(1) 09631934 (2) 09163934 (3) 09316934 (4) 09613934,pattern_recognition, 1-4,FALSE,No Diagram,4
ffcf674e-119a-5f80-b371-4b4ecf1a6f27_q22.png,ab___b___bbaa,1) abaab 2) abbab 3) baaab 4) babba 5) ababa,pattern_recognition, 1-4,FALSE,No Diagram,3
4808148d-1c9f-5237-91bd-8d9dc204eaba_q98.png,Observe the following pyramid and choose the correct alternative to answer the question 52262839 : 62363447 :: 54283041 : ?,(1) 60343245 (2) 54283042 (3) 60343244 (4) 60463244,pattern_recognition, 1-4,TRUE,"The diagram contains a pyramid of numbers arranged in rows. The topmost row contains the number 1. The second row contains the numbers 2, 3, and 4. The third row contains the numbers 5, 6, 7, 8, and 9. The fourth row contains the numbers 10, 11, 12, 13, 14, 15, and 16. The fifth row contains the numbers 17, 18, 19, 20, 21, 22, 23, 24, and 25. The sixth row contains the numbers 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, and 36. The seventh row contains the numbers 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, and 48. The eighth row contains the numbers 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, and 60. The ninth row contains the numbers 61, 62, 63, and 64. Below the pyramid, there is a question: 'Observe the following pyramid and choose the correct alternative to answer the question 52262839 : 62363447 :: 54283041 : ?' Four options are provided: (1) 60343245, (2) 54283042, (3) 60343244, and (4) 60463244.",1
cd081a4e-84de-51e1-8512-db787a026c31_q22.png,In certain code language SATURDAY written as UTASYADR. How is HOSPITAL written in that code?,(1) PSOHLATI (2) HPSOILAT (3) SPOHATLI (4) POSHLTAI,pattern_recognition, 1-4,FALSE,No Diagram,1
97275c30-ba04-5f2c-b482-0035c70d6f83_q90.png,The code for A is,1) 6 2) 3 3) 9 4) 8,pattern_recognition, 1-4,TRUE,"The diagram contains a table with two columns labeled 'Column - I' and 'Column - II'. There are ten rows under these columns. Each row in 'Column - I' contains a string of five letters, and each corresponding row in 'Column - II' contains a string of five digits. The rows are as follows: 
1. 'AMRVT' in 'Column - I' corresponds to '65479' in 'Column - II'. 
2. 'RTHIB' in 'Column - I' corresponds to '46128' in 'Column - II'. 
3. 'MRBZI' in 'Column - I' corresponds to '86317' in 'Column - II'. 
4. 'IAMRV' in 'Column - I' corresponds to '85679' in 'Column - II'. 
5. 'HIBZA' in 'Column - I' corresponds to '39218' in 'Column - II'. 
6. 'MRTAB' in 'Column - I' corresponds to '47961' in 'Column - II'. 
7. 'MVRTH' in 'Column - I' corresponds to '47526' in 'Column - II'. 
8. 'RZIBH' in 'Column - I' corresponds to '38261' in 'Column - II'. 
9. 'BZIRV' in 'Column - I' corresponds to '83156' in 'Column - II'. 
10. 'IMVRH' in 'Column - I' corresponds to '75826' in 'Column - II'. 
Below the table, there is a question labeled '90.' which asks 'The code for A is' followed by four options: 
1) 6 
2) 3 
3) 9 
4) 8.",3
ce48ecfa-9052-5cca-accd-6cbe128e3571_q9.png,Select the correct term from the given alternative.,(1) (2) (3) (4),pattern_recognition, 1-4,TRUE,"The diagram consists of a sequence of four figures, with the fourth figure represented by a question mark. The first figure is a trapezoid with a circle inside it. The circle has a horizontal line through its center. The second figure is a trapezoid with a circle inside it, but the circle is shifted to the right side of the trapezoid. The third figure is a trapezoid with a circle inside it, similar to the first figure. Below this sequence, there are four options labeled (1), (2), (3), and (4). Option (1) is a trapezoid with a circle inside it, similar to the first figure. Option (2) is a trapezoid without any circle inside it. Option (3) is a trapezoid with a circle inside it, but the circle is shifted to the left side of the trapezoid. Option (4) is a trapezoid with a circle inside it, but the trapezoid is shaded and the circle has a horizontal line through its center.",4
